OID|MEMBERSHIP_TYPE|CATEGORY|NUMBER|VOTING_ELIGIBILITY|RPT_ID
184096|2101|REGULAR RETIREE|279|T|549100
184097|2101|GOLDEN RETIREE|48|T|549100
184098|2102|Agency Fee Payers|5|F|549100
184099|2101|"A" MEMBERS|1941|T|549103
184100|2101|"BA" MEMBERS|427|T|549103
184101|2102|Agency Fee Payers|116|F|549103
184102|2101|REGULAR DUES PAYING MEMBERS|879|T|549106
184103|2101|RETIRED DUES PAYING MEMBERS|136|T|549106
184104|2101|ACTIVES|1687|T|549107
184105|2101|RETIREES|305|T|549107
184106|2102|Agency Fee Payers|0|F|549107
184107|2101|HOTEL AND FOOD SERVICE WORKERS|654|T|549111
184108|2102|Agency Fee Payers|0|F|549111
184109|2101|REGULAR MEMBERS|1522|T|549112
184110|2101|Regular Member|385|T|549113
184111|2101|Officer|6|T|549113
184112|2101|Steward|37|T|549113
184113|2101|Steward - Alternate|3|T|549113
184114|2101|New Applicant|9|F|549113
184115|2101|Retirees|65|T|549114
184116|2101|Free Members Retirees|103|T|549114
184117|2101|Shop hands|4|T|549114
184118|2101|Journeymen|464|T|549114
184119|2101|Apprentices|47|T|549114
184120|2101|CAREER|606|T|549115
184121|2101|POSTAL SUPPORT|92|T|549115
184122|2101|RETIREES|8|T|549115
184123|2101|HONORARY|1|F|549115
184124|2102|Agency Fee Payers|0|F|549115
184125|2101|Dues paying members|6898|T|549116
184126|2101|"A" MEMBERS|1382|T|549122
184127|2101|"BA" MEMBERS|632|T|549122
184128|2102|Agency Fee Payers|5|F|549122
184129|2101|Dues paying members|1181|T|549123
184130|2101|Dues paying apprentices|118|F|549123
184131|2102|Agency Fee Payers|0|F|549123
184132|2101|General Member|181|T|549125
184133|2101|Active|2510|T|549131
184134|2101|Apprentice|2|F|549131
184135|2101|Active Members|2199|T|549134
184136|2102|Agency Fee Payers|114|F|549134
184137|2101|Union Locals|9|T|549135
184138|2101|Active|1134|T|549136
184139|2102|Agency Fee Payers|154|F|549136
184140|2101|Active Members|1090|T|549138
184141|2101|New Applicant Members|212|F|549138
184142|2101|Steward|37|T|549138
184143|2101|Unlisted on Check-off|29|T|549138
184144|2102|Agency Fee Payers|7|F|549138
184145|2101|MEMBERS|21745|T|549140
184146|2101|RETIREES|88|T|549140
184147|2101|ASSOCIATES|3|F|549140
184148|2101|STAFF|8|F|549140
184149|2102|Agency Fee Payers|11012|F|549140
184150|2101|MEMBERS|325|T|549142
184151|2101|REGULAR MEMBERS|283|T|549145
184152|2101|RETIRED MEMBERS|90|T|549145
184153|2101|FIFTY YEAR MEMBERS - DON'T PAY DUES|18|T|549145
184154|2101|Active|20741|T|549146
184155|2101|Associate|7|F|549146
184156|2101|Retired|0|F|549146
184157|2101|Journeyman|876|T|549147
184158|2101|Regular Membership|2851|T|549148
184159|2102|Agency Fee Payers|5|F|549148
184160|2101|Career Employees|1607|T|549151
184161|2101|Retirees|153|T|549152
184162|2101|Journeymen|1413|T|549152
184163|2101|Local Carry Officers|30|T|549152
184164|2101|Apprentices|173|F|549152
184165|2101|Member Helpers|3|F|549152
184166|2101|Life Members|53|T|549152
184167|2102|Agency Fee Payers|0|F|549152
184168|2101|REGULAR MEMBERS|5572|T|549155
184169|2101|NEW APPLICANTS|170|F|549155
184170|2102|Agency Fee Payers|6|F|549155
184171|2101|REGULAR MEMBERS|2278|T|549156
184172|2101|REGULAR MEMBERS|3281|T|549157
184173|2101|NEW APPLICANTS|136|F|549157
184174|2102|Agency Fee Payers|35|F|549157
184175|2101|JOURNEYMEN|199|T|549159
184176|2101|APPRENTICES|49|F|549159
184177|2101|RETIREES|84|T|549159
184178|2101|ACTIVE MEMBER|9617|T|549160
184179|2102|Agency Fee Payers|0|F|549160
184180|2101|REGULAR MEMBERS|649|T|549161
184181|2101|JOURNEYMEN|57|T|549162
184182|2101|APPRENTICES|19|F|549162
184183|2101|All members are full paying in APWU National Union|1485|T|549163
184184|2101|REGULAR MEMBERS|349|T|549165
184185|2101|APPRENTICES|73|T|549165
184186|2101|LIFE MEMBERS|65|T|549165
184187|2101|REGULAR DUES PAYING MEMBERS|636|T|549166
184188|2101|UNEMPLOYED MEMBERS|168|T|549166
184189|2101|RETIRED MEMBERS|453|T|549166
184190|2101|LIFE MEMBERS|182|T|549166
184191|2101|EXEMPT MEMBERS|51|T|549166
184192|2102|Agency Fee Payers|7|F|549166
184193|2101|ACTIVE MEMBERS|15376|T|549168
184194|2101|RETIRED MEMBERS|2651|F|549168
184195|2102|Agency Fee Payers|20|F|549168
184196|2101|REGULAR DUES/FEES|11046|T|549169
184197|2101|LOW PAY|2762|T|549169
184198|2101|RETIRED AND ASSOCIATE|27|T|549169
184199|2102|Agency Fee Payers|3606|F|549169
184200|2101|Active Members|620|T|549171
184201|2101|Retired Members - Not Life Members|35|T|549171
184202|2101|Retired Members - Life Members|61|F|549171
184203|2101|Suspended Members|6|F|549171
184204|2101|Members on Application|4|F|549171
184205|2101|MULTNOMAH FULL-TIME|2988|T|549173
184206|2101|MULTNOMAH PART-TIME|34|T|549173
184207|2101|TRANSITION PROJECT FULL-TIME|60|T|549173
184208|2101|TRANSITION PROJECT PART-TIME|5|T|549173
184209|2101|CENTRAL CITY CONCERN FULL-TIME|156|T|549173
184210|2101|CENTRAL CITY CONCERN PART-TIME|3|T|549173
184211|2101|Construction|1863|T|549174
184212|2101|Non-Construction|1284|T|549174
184213|2101|Hospital|0|T|549174
184214|2101|Retiree|795|T|549174
184215|2102|Agency Fee Payers|0|F|549174
184216|2101|MICHIGAN LOCAL UNION|133966|T|549175
184217|2102|Agency Fee Payers|0|F|549175
184218|2101|REGULAR MEMBERS|708|T|549176
184219|2101|LIFE MEMBERS|62|T|549176
184220|2102|Agency Fee Payers|2|F|549176
184221|2101|LOCALS IN REGION 1|47073|T|549177
184222|2102|Agency Fee Payers|0|F|549177
184223|2101|BUILDING TRADES JOURNEYMAN|2481|T|549178
184224|2101|BUILDING TRADES APPRENTICE|350|F|549178
184225|2101|METAL TRADES JOURNEYMAN AND HELPERS|356|T|549178
184226|2102|Agency Fee Payers|122|F|549178
184227|2101|LOCALS IN REGION 1A|37642|T|549179
184228|2102|Agency Fee Payers|0|F|549179
184229|2101|Members|41570|T|549180
184230|2102|Agency Fee Payers|12139|F|549180
184231|2101|LOCALS IN REGION 1C|25621|T|549181
184232|2101|LOCALS IN REGION 1D|23630|T|549185
184233|2101|ACTIVE|689|T|549189
184234|2101|RETIRED|81|T|549189
184235|2101|ACTIVE MEMBERS|1808|T|549192
184236|2101|ACTIVE RETIRED MEMBERS|38|T|549192
184237|2102|Agency Fee Payers|1|F|549192
184238|2101|Apprentice|40|T|549195
184239|2101|Pre-apprentice|4|T|549195
184240|2101|Journeyman|324|T|549195
184241|2101|Retired|160|T|549195
184242|2101|Withdrawal Card|45|F|549195
184243|2101|Limited members|3|F|549195
184244|2101|Residential|4|T|549195
184245|2101|Classified|2|T|549195
184246|2101|Production|4|T|549195
184247|2101|Provisional|1|T|549195
184248|2101|A - Members|658|T|549206
184249|2101|BA - Members|451|T|549206
184250|2101|Active Regular|1929|T|549209
184251|2101|Retirees|146|T|549209
184252|2102|Agency Fee Payers|0|F|549209
184253|2101|REGULAR MEMBERS|691|T|549210
184254|2101|RETIRED MEMBERS|152|T|549210
184255|2102|Agency Fee Payers|0|F|549210
184256|2101|Regular|1704|T|549213
184257|2102|Agency Fee Payers|0|F|549213
184258|2101|Registered nurses|3813|T|549214
184259|2101|Licensed practical nurses|43|T|549214
184260|2101|Non-bargaining professionals|20|T|549214
184261|2101|Certified Nursing Aides|34|T|549214
184262|2101|IVT therapists|0|T|549214
184263|2101|Radiation therapists|13|T|549214
184264|2102|Agency Fee Payers|110|F|549214
184265|2101|Active members|5299|T|549221
184266|2101|Regular Journeyman|2789|T|549222
184267|2102|Agency Fee Payers|0|F|549222
184271|2101|REGULAR PRIVATE SECTOR MEMBERS|3248|T|549227
184272|2102|Agency Fee Payers|0|F|549227
184273|2101|Engineers|614|T|549229
184274|2101|Train Service|30|F|549229
184275|2102|Agency Fee Payers|0|F|549229
184276|2101|ACTIVE, FULL PAYING DUES MBRS @ $23.21/PAY PERIOD|707|T|549231
184277|2101|RETIRED MEMBERS @ $10.00 PER YEAR|303|T|549231
184278|2102|Agency Fee Payers|0|F|549231
184279|2101|Construction|1085|T|549238
184280|2101|Organized Labor|294|T|549238
184281|2101|Apprentice Members|126|T|549238
184282|2101|Shop Members|60|T|549238
184283|2101|Retired  Members|596|T|549238
184284|2101|Retired 50 Year members|88|T|549238
184285|2101|JOURNEYMEN|200|T|549241
184286|2101|RETIREES|189|T|549241
184287|2101|PRODUCTION|103|T|549241
184288|2101|APPRENTICES|33|T|549241
184289|2101|SPECIALITY|28|T|549241
184290|2101|PREAPPRENTICE|6|T|549241
184291|2101|JOURNEYMEN/WIREMEN|1722|T|549242
184292|2101|APPRENTICES|158|T|549242
184293|2101|RESIDENTIAL|78|T|549242
184294|2101|TELECOMMUNICATION|733|T|549242
184295|2101|BA|31|T|549242
184296|2101|JOURNEYMEN/LINEMEN|4|T|549242
184297|2102|Agency Fee Payers|0|F|549242
184298|2101|Class A members|1031|T|549244
184299|2101|Class BA members|538|T|549244
184300|2101|ACTIVE|901|T|549245
184301|2101|OFFICERS|7|T|549245
184302|2101|STEWARDS|38|T|549245
184303|2101|ALTERNATE STEWARDS|2|T|549245
184304|2101|UNLISTED ON CHECK-OFF|32|T|549245
184305|2101|ON LEAVE|1|T|549245
184306|2101|NEW APPLICANT|1|T|549245
184307|2101|ALL ACTIVE MEMBERS|594|T|549248
184308|2102|Agency Fee Payers|0|F|549248
184309|2101|Active|2571|T|549249
184310|2101|Retired|405|T|549249
184311|2102|Agency Fee Payers|0|F|549249
184312|2101|ACTIVE AND NEW MEMBERS|1155|T|549252
184313|2101|OFFICERS|7|T|549252
184314|2101|STEWARDS AND ALTERNATE STEWARDS|39|T|549252
184315|2101|ON LEAVE|12|T|549252
184316|2101|UNLISTED ON CHECK OFF|12|T|549252
184317|2102|Agency Fee Payers|3|F|549252
184318|2101|Active Members|1408|T|549254
184319|2101|Life Members|77|T|549254
184320|2101|Honorary Members|112|T|549254
184321|2101|Disabled Members|5|T|549254
184322|2102|Agency Fee Payers|0|F|549254
184323|2101|Regular Members|391415|T|549255
184324|2102|Agency Fee Payers|16308|F|549255
184325|2101|Apprentices|131|F|549257
184326|2101|Journeymen|597|T|549257
184327|2101|Retirees born after 01/01/1937|310|T|549257
184328|2101|Retirees born before 01/01/1937|29|T|549257
184329|2101|Lifetime members|110|T|549257
184330|2101|DUES PAY MEMBERS|871|T|549258
184331|2101|Construction members|12902|T|549259
184332|2101|Public employee members|4238|T|549259
184333|2101|Active Members|439|T|549260
184334|2101|Retired Members|78|T|549260
184335|2101|Active Members|981|T|549262
184336|2101|Steward|63|T|549262
184337|2101|Alternate Steward|11|T|549262
184338|2101|New Applicant|37|F|549262
184339|2101|Casual Dues|3|T|549262
184340|2101|Officer|7|T|549262
184341|2101|Administrative|1|T|549262
184342|2101|Financial Objector|1|F|549262
184343|2101|REGULAR MEMBERS|5535|T|549264
184344|2101|Regular|211|T|549269
184345|2101|Apprentices|7|T|549269
184346|2101|Life members|64|T|549269
184347|2101|HUMAN SERVICES|3159|T|549270
184348|2101|PUBLIC SECTOR|3169|T|549270
184349|2101|JANITORIAL|697|T|549270
184350|2101|COLLEGE AND UNIVERSITY|2689|T|549270
184351|2101|HEALTH CARE|1403|T|549270
184352|2101|OTHER|2004|T|549270
184353|2101|RETIRED|145|T|549270
184354|2101|Operating Engineers|2380|T|549272
184355|2102|Agency Fee Payers|0|F|549272
184356|2101|REGULAR MEMBERS PAYING FULL DUES|550|T|549273
184357|2101|Active Members|48997|T|549274
184358|2102|Agency Fee Payers|0|F|549274
184359|2101|Dues paying/voting members|1135|T|549276
184360|2101|Non-dues paying/non-voting members|15|F|549276
184361|2101|Regular members|735|T|549278
184362|2101|Retired members|34|T|549278
184363|2101|REGULAR|1985|T|549280
184364|2101|FULL SERVICE MEMBERS|1925|T|549282
184365|2101|LEGISLATIVE MEMBERS|1713|T|549282
184366|2102|Agency Fee Payers|0|F|549282
184367|2101|ACTIVE MEMBERS|5716|T|549283
184368|2101|OFFICERS|9|T|549283
184369|2101|STEWARDS|256|T|549283
184370|2102|Agency Fee Payers|0|F|549283
184371|2101|FULL TIME MEMBERS|4359|T|549284
184372|2101|PART TIME MEMBERS|416|T|549284
184373|2102|Agency Fee Payers|176|F|549284
184374|2101|GENERAL ACTIVE MEMBERS PAYING DUES|860|T|549285
184375|2101|ACTIVE MEMBERS|15|T|549286
184376|2102|Agency Fee Payers|0|F|549286
184378|2101|MEMBERS - FULL|781|T|549290
184379|2102|Agency Fee Payers|9|F|549290
184380|2101|Regular Members|1189|T|549293
184381|2102|Agency Fee Payers|0|F|549293
184382|2101|Active Union Members - All Dues are paid in full|1957|T|549294
184383|2101|Regular Members|685|T|549297
184384|2101|FULL TIME - FULL DUES PAYING|23822|T|549300
184385|2101|3/4 TIME - PARTIAL DUES PAYING|362|T|549300
184386|2101|PART TIME - PARTIAL DUES PAYING|54|T|549300
184387|2101|MEMBERS - FULL|507|T|549303
184388|2102|Agency Fee Payers|0|F|549303
184389|2101|FULL|845|T|549305
184390|2102|Agency Fee Payers|0|F|549305
184391|2101|GENERAL MEMBERSHIP|2467|T|549306
184392|2102|Agency Fee Payers|0|F|549306
184393|2101|REGULAR MEMBERS|501|T|549307
184394|2101|MEMBERS|28622|T|549308
184395|2102|Agency Fee Payers|0|F|549308
184399|2101|Regular Members|557|T|549317
184400|2101|Associate Members|913|F|549317
184401|2102|Agency Fee Payers|0|F|549317
184402|2101|Full Time|4908|T|549321
184403|2101|Part Time|195|T|549321
184404|2101|Half Time|16|T|549321
184405|2102|Agency Fee Payers|1247|F|549321
184419|2101|Roofers Members|5|T|549322
184406|2101|Limited Members|2|F|549322
184407|2101|Active Duty Members|0|T|549322
184408|2101|First Year Apprentice Members|15|T|549322
184409|2101|Second Year Apprentice Members|16|T|549322
184410|2101|Third Year Apprentice Members|0|T|549322
184411|2101|Fourth Year Apprentice Members|12|T|549322
184412|2101|Fifth Year Apprentice Members|46|T|549322
184413|2101|Pre-Apprentice Members|35|T|549322
184414|2101|Travelers Members|8|F|549322
184415|2101|Building Trades-Journeyman Members|675|T|549322
184416|2101|Retired Members|299|T|549322
184417|2101|Residential-Light Commercial Journeyman Members|4|T|549322
184418|2101|Production Workers Members|24|T|549322
184420|2101|Disabled Members|2|T|549322
184421|2101|Roofer Apprentice Members|2|T|549322
184422|2101|Withdrawal Card Members|18|F|549322
184423|2101|ROAD DRIVERS|509|T|549323
184424|2101|MECHANICS|101|T|549323
184425|2101|OFFICE CLERICAL|7|T|549323
184426|2101|UPS NONDRIVERS|1122|T|549323
184427|2101|FREIGHT WORKERS|582|T|549323
184428|2101|ACTIVE MEMBERS|367|T|549325
184429|2101|ACTIVE DUES-PAYING MEMBERS|324|T|549326
184430|2101|RETIRED MEMBERS - NON DUES-PAYING|119|F|549326
184431|2101|"A" Members|456|T|549327
184432|2101|"BA" Members|9|T|549327
184433|2102|Agency Fee Payers|0|F|549327
184434|2101|REGULAR MEMBERS|338|T|549331
184435|2101|ACTIVE|1102|T|549332
184436|2101|RETIRED|593|T|549332
184437|2101|LIFE|191|T|549332
184438|2101|ACTIVE MEMBERS PAYING DUES|121|T|549335
184439|2101|RETIRED MEMBERS NOT PAYING DUES|62|F|549335
184440|2101|GENERAL MEMBERSHIP|663|F|549338
184441|2101|PANTEX - MTC|400|T|549342
184442|2101|BNSF|35|T|549342
184443|2101|GREYHOUND|7|T|549342
184444|2101|IAMAW GRAND LODGE|1|T|549342
184445|2101|Regular|272|T|549346
184446|2101|Associate members|3244|F|549346
184447|2101||0|F|549346
184448|2101|A MEMBERS|168|T|549348
184449|2101|B MEMBERS|5|T|549348
184450|2101|B/A MEMBERS|720|T|549349
184451|2101|A MEMBERS|222|T|549349
184452|2102|Agency Fee Payers|0|F|549349
184453|2101|A Members|40|T|549352
184454|2101|BA Members|1290|T|549352
184455|2102|Agency Fee Payers|10|F|549352
184456|2101|Active members|3630|T|549353
184457|2102|Agency Fee Payers|240|F|549353
184458|2101|Regular Dues|480|T|549355
184459|2101|REGULAR MEMBERS|1276|T|549357
184460|2101|RETIRED MEMBERS|553|T|549357
184461|2101|GOLD CARD MEMBERS|226|T|549357
184462|2101|Members|2945|T|549358
184463|2101|Retirees|1|T|549358
184464|2101|Regular Members|395|T|549363
184465|2101|Retiree Members|138|T|549363
184466|2101|50 Year Members|12|T|549363
184467|2102|Agency Fee Payers|0|F|549363
184468|2101|UNION MEMBERS LOCAL 3,58,145,208 & 192|2500|T|549364
184469|2101|Regular Member|194|T|549370
184470|2102|Agency Fee Payers|0|F|549370
184471|2101|A members|360|T|549372
184472|2101|B members|2|T|549372
184473|2101|Active Members|165|T|549373
184474|2101|Superannuated Members|25|T|549373
184475|2102|Agency Fee Payers|0|F|549373
184476|2101|General Members|1167|T|549374
184477|2101|General Membership|513|T|549378
184478|2101|Regular Members|636|T|549379
184479|2101|ACTIVE MEMBERS|569|T|549382
184480|2101|RETIRED MEMBERS|252|T|549382
184481|2101|A MEMBERS|215|T|549383
184482|2101|BA MEMBERS|2872|T|549383
184483|2101|BARGAINING UNIT MEMBERS|996|T|549385
184484|2101|STATE ASSOCIATION MEMBERS|71|T|549385
184485|2102|Agency Fee Payers|217|F|549385
184486|2101|ACTIVE MEMBERS|1323|T|549386
184487|2101|Active Regular|614|T|549387
184488|2101|Part Time 25 hours or less|23|T|549387
184489|2101|Pay level of GS/4 step 1 or less|92|T|549387
184490|2101|Retired|23|T|549387
184491|2101|Active Military|2|T|549387
184492|2101|REGULAR MEMBERS|1723|T|549397
184493|2102|Agency Fee Payers|0|F|549397
184497|2101|Active member - full dues|238|T|549410
184498|2101|Apprentice membership - partial dues|9|T|549410
184499|2101|Associate membership - partial dues|16|F|549410
184500|2101|Affiliate membership - full dues|0|T|549410
184501|2101|Active|636|T|549415
184502|2101|Trainmen|198|T|549415
184503|2101|Sick or Furloughed|218|T|549415
184504|2101|FullTime|30747|T|549417
184505|2101|Part Time|5106|T|549417
184506|2101|Retired|934|T|549417
184507|2101|Graduate|532|T|549417
184508|2101|Associate|525|F|549417
184509|2102|Agency Fee Payers|9122|F|549417
184510|2101|Active|565|T|549422
184511|2101|Retired|204|T|549422
184512|2101|Life|18|T|549422
184513|2101|Associate|16|F|549422
184514|2102|Agency Fee Payers|0|F|549422
184515|2101|Engineers (active)|1776|T|549428
184516|2101|Conductors (active)|847|T|549428
184517|2101|Company Officers|38|F|549428
184518|2101|Members|92|T|549432
184519|2101|E-49 Members|10|T|549432
184520|2101|Mechanics.|168|T|549439
184521|2101|Apprentices|11|T|549439
184522|2102|Agency Fee Payers|0|F|549439
184523|2101|WAREHOUSE CLERICAL|695|T|549442
184524|2101|LIQUOR SALESMEN|1047|T|549442
184525|2101|TIRE WORKERS AND MISCELLANEOUS|76|T|549442
184526|2101|Regular members|11212|T|549446
184527|2101|Permit fee payers|404|F|549446
184528|2101|Passive members|9|F|549446
184529|2101|Retirees|2|F|549446
184530|2101|Financial Core|231|F|549446
184531|2101|Beck|1|F|549446
184532|2101|REGULAR|1400|T|549448
184533|2101|Dues Paying Members|14300|T|549451
184534|2102|Agency Fee Payers|0|F|549451
184535|2101|ACTIVE MEMBERS|3310|T|549456
184536|2102|Agency Fee Payers|0|F|549456
184537|2101|TEACHERS AND NURSES|1594|T|549457
184538|2101|TRANSPORTATION TRADES DEPARTMENT|677165|T|549467
184539|2102|Agency Fee Payers|0|F|549467
184540|2101|A MEMBER|269|T|549469
184541|2101|B MEMBER|247|T|549469
184542|2101|C MEMBER|104|T|549469
184543|2101|PENSIONERS|387|T|549469
184544|2102|Agency Fee Payers|0|F|549469
184545|2101|ACTIVE - CAREER EMPLOYEES|1167|T|549470
184546|2101|POSTAL SUPPORT EMPLOYEES|148|T|549470
184547|2101|RETIRED, FULL DUES PAYING MEMBERS|4|T|549470
184548|2101|ACTIVE|1930|T|549474
184549|2101|E49|368|F|549474
184550|2102|Agency Fee Payers|0|F|549474
184557|2101|Apprentices|13|F|549480
184558|2101|Improvers|1|F|549480
184559|2101|Journeyman|97|T|549480
184560|2101|UNION MEMBERS|378|T|549482
184561|2102|Agency Fee Payers|0|F|549482
184562|2101|Active members|2894|T|549484
184563|2101|Membership pending|344|F|549484
184564|2102|Agency Fee Payers|50|F|549484
184565|2101|APPRENTICE|15|F|549495
184566|2101|JOURNEYMAN|262|T|549495
184567|2101|RETIRED - NOT LIFE MEMBERS|23|T|549495
184568|2101|RETIRED - LIFE MEMBERS|15|T|549495
184569|2101|DUES PAYING MEMBERS|1044|T|549499
184570|2102|Agency Fee Payers|0|F|549499
184571|2101|REGULAR MEMBERS|1908|T|549500
184572|2102|Agency Fee Payers|375|F|549500
184573|2101|FULL DUES|11|T|549501
184574|2101|Active Members|171|T|549505
184577|2101|On a monthly basis Local 722 has 829 dues members|829|T|549510
184578|2102|Agency Fee Payers|0|F|549510
184579|2101|"A" MEMBERS|5|T|549511
184580|2101|"B/A" MEMBERS|1064|T|549511
184581|2101|BENTON COMMUNITY MEMBERS - MORE THAN 35 HOURS/WEEK|5|T|549511
184582|2101|Journeymen|15|T|549514
184583|2102|Agency Fee Payers|0|F|549514
184584|2101|Full dues Paying Members|1450|T|549516
184585|2101|ACTIVE MEMBERS|1850|T|549525
184586|2101|Public Sector|378|T|549529
184587|2101|Private Sector|2739|T|549529
184588|2102|Agency Fee Payers|0|F|549529
184589|2101|Regular Voting Members Wilh Full Voting Rights|675|T|549530
184590|2101|Journeymen|633|T|549544
184591|2101|Apprentices|45|F|549544
184592|2101|Retired|451|T|549544
184593|2101|Life Members|227|T|549544
184594|2102|Agency Fee Payers|0|F|549544
184595|2101|Regular Membership|404|T|549561
184596|2101|Life Time Members|126|T|549561
184597|2102|Agency Fee Payers|0|F|549561
