OID|DESCRIPTION|AMOUNT|RPT_ID
85745|PAYROLL TAXES PAYABLE|4601|549159
85746|SALES TAX COLLECTED NOT REMITTED AT YEAR END|3563|549160
85747|PAYROLL WITHHOLDINGS NOT REMITTED AT YEAR END|6107|549160
85748|PAYROLL TAXES PAYABLE|1881|549161
85749|ACCRUED LEASE PAY|40039|549163
85750|ACCRUED SICK PAY|20142|549163
85751|PAYROLL DEDUCTION- OFFICER SAVING ACCOUNT|602|549163
85752|PAYROLL TAXES AND DEDUCTIONS PAYABLE|25501|549169
85753|Payroll Taxes Withheld|2446|549171
85754|Other unpaid taxes|4032|549174
85755|MUSICIANS FUNDS ON DEPOSIT|5198|549176
85756|LOAN FROM O C MUSICIANS CLUB|3000|549176
85757|CONTRIBUTIONS PAYABLE|206|549176
85758|STRIKE FUND PAYABLE|2700|549176
85759|MUSICIANS CLUB DEPOSIT|1125|549176
85760|ACCRUED PAYROLL TAXES|403|549176
85761|PAYROLL WITHHOLDING PAYABLE|20067|549178
85762|PAYROLL WITHHOLDINGS PAYABLE|48|549192
85763|I.A. PROCESSING FEES PAYABLE|1100|549192
85764|Federal Unemployment|244|549206
85765|State Unemployment|493|549206
85766|Federal Payroll Taxes|4506|549206
85767|Montana Withholding|906|549206
85768|IBEW 401(k)|480|549206
85769|N/A|0|549209
85770|SEVERANCE PLAN LIABILITY|43000|549210
85771|PAYROLL WITHHOLDINGS|2203|549210
85772|PAYROLL TAXES|836|549213
85773|Accrued vacation|33833|549214
85774|Due to Affiliate|70611|549214
85775|Renters' Deposits|2667|549222
85777|4th QUARTER 2013 FEDERAL UNEMPLOYMENT TAX  (940)|3237|549227
85778|4th QUARTER 2013 IN STATE UNEMPLOYMENT TAX  (UC1)|337|549227
85779|DECEMBER 2013 WITHHELD INDIANA STATE TAX FORWARD|2059|549227
85780|DECEMBER 2013 WITHHELD INDIANA COUNTY TAX FORWARD|1075|549227
85781|Accrued and Withheld Payroll Taxes|5676|549238
85782|Contractor Deposits, Refundable|79684|549238
85783|Accrued Real Estate Taxes|53034|549238
85784|Accrued Benefits and Payroll|328234|549238
85785|RESERVE FOR SECURITY DEPOSITS|113549|549242
85786|RESERVE FOR CONTRACTOR BONDS|795760|549242
85787|SICK COLLECTION|2145|549242
85788|PAYROLL DEDUCTIONS|16323|549242
85789|RESERVE FOR OTHER MEMBER ACTIVITIES|165457|549242
85790|PAYROLL WITHHOLDINGS|739|549249
85791|DUE TO AFFILIATED ORGANIZATIONS|19796|549252
85792|ACCRUED SEVERENCE PAYABLE|62654|549252
85793|Tempo Payable|3974|549254
85794|Deferred Revenue|25300|549254
85795|Payroll Deductions Payable|217391|549255
85796|Due to Veba|691928|549255
85797|Due to Local Union - 13th Check Rebate|2879942|549255
85798|Grant Funded Employees Severance|453709|549255
85799|Due to Benefit Funds|713555|549257
85800|Due to Contractors|107827|549257
85801|Contractor Bonds|84507|549257
85802|Payroll Taxes Payable|575|549258
85803|American Express Payable|2837|549258
85804|Security Deposit|1200|549259
85805|Reserve for Retirees|3516899|549259
85806|Arthur E. Coia Schoalrship Donations Payable|156379|549259
85807|Security Deposits|1925|549260
85808|Payroll Taxes Payable|6907|549260
85809|941 TAX PAYMENT PP 12-22|3914|549264
85810|941 TAX PAYMENT PP 12-29|1858|549264
85811|940 FED UNEMPLOYMENT BAL DUE|1113|549264
85812|4TH QTR STAT UNEMPLOYMENT|933|549264
85813|STATE/COUNTY WITHHOLDING TAX|3570|549264
85814|Payroll taxes withheld not yet remitted|3|549269
85815|Payroll Liabilities|11109|549272
85816|Accrued Political Funds|10991|549272
85817|Per Capita due to UNITE HERE|811372|549274
85818|Accrued Vacation|498106|549274
85819|UNREMITTED TAXES|50608|549276
85820|UNREMITTED DUES|2981|549276
85821|PAYROLL DEDUCTIONS PAYABLE|7537|549280
85822|PAYROLL TAXES PAYABLE|1505|549280
85823|LIFE INSURANCE PAYABLE|7690|549280
85824|DEFERRED REVENUE|15400|549282
85825|ACCUM OTHER COMPREHENSIVE LOSS|1051|549284
85826|Per Capita Tax|41807|549293
85827|State Tax|583|549293
85828|Federal Unemployment|58|549293
85829|Accrued Payroll and W/H Taxes Payable|413|549294
85830|Federal Withholding|1432|549297
85831|State Withholding|339|549297
85832|County Withholding|98|549297
85833|Federal Unemployment|227|549297
85834|State Unemployment|27|549297
85835|FICA Employers Share|620|549297
85836|ACCRUED VACATION PAY|543328|549300
85837|DEFERRED INCOME|2163986|549300
85838|STATE TAX PAYABLE|150|549300
85839|ACCRUED INTEREST|5051|549300
85840|Payroll Liabilities|6159|549305
85841|SALARY AND PAYROLL TAX ACCRUAL|12849|549308
85842|PAYROLL LIABILITIES|3333|549319
85843|Credit Card Payable|3343|549321
85844|Member Voluntary Deductions Payable|125|549321
85845|Per Capita Tax Payable|42831|549321
85846|Local Union Rebates Payable|24189|549321
85847|Local Union Trust|86745|549321
85848|Accrued Absences|78969|549321
85849|Employer Witholding Taxes and Payroll Deductions|8318|549322
85850|ESCROW FOR EQUIPMENT|1652|549323
85851|ACCRUED PER CAPITA TAXES|6340|549325
85852|ACCRUED WAGES AND VACATIONS|17181|549325
85853|FUNDS HELD FOR MEMBERS BENEFIT|1711|549325
85854|UNEMPLOYMENT TAXES PAYABLE|585|549326
85855|Credit Cards Payable|459|549327
85856|Payroll Withholdings & Taxes Payable|740|549327
85857|MD. STATE WITHHOLDING TAXES - 4TH QTR, 2013|1169|549331
85858|FEDERAL WITHOLDING TAXES  - 12/13|1535|549331
85859|FEDERAL UNEMPLOYMENT-  2013|224|549331
85860|MD. STATE UNEMPLOYMENT  - 4TH QTR, 2013|184|549331
85861|INTERNATIONAL PER CAPITA TAXES - 12/13|6746|549331
85862|REGION 8 UAW EXCHANGE ACCOUNT - 12/13|320|549331
85863|MARYLAND STATE & D.C. AFL-CIO DUES - 12/13|111|549331
85864|METRO. BALTIMORE COUNCIL AFL-CIO DUES - 12/13|57|549331
85865|BLET-NATIONAL DIVISION|15529|549338
85866|AMOUNTS HELD ON BEHALF OF OTHERS|5269|549338
85867|CREDIT CARDS PAYABLE|976|549338
85868|ACCRUED LIABILITIES|13559|549338
85869|Credit card charges payable|1507|549346
85870|Payroll Withholdings|1428|549352
85871|Withholding taxes payable|621|549353
85872|Payroll Liabilities|999|549355
85873|VISA PAYABLE|2039|549357
85874|UI TAX PAYABLE|240|549357
85875|SECURITY DEPOSITS PAYABLE|2510|549357
85876|Payroll taxes & withholdings|12403|549372
85877|Federal Tax Deposit for November and December 941|777|549379
85878|Social Security & Medicare for Nov & Dec Employee|566|549379
85879|Social Security & Medicare for Nov & Dec Employer|566|549379
85880|Federal Unemloyment Tax for 2013|242|549379
85881|Illinois ST Tax Nov & Dec 2013|355|549379
85882|Illinois ST Unemployement Tax 4th Quarter|48|549379
85883|Rental Deposits|27090|549383
85884|Deferred Revenue|11972|549383
85885|Benefit Payable|7755|549383
85886|Other Payable - Unions|3477|549383
85887|PAYROLL WITHHOLDING|4360|549385
85888|RESERVE FOR NEGOTIATIONS|821974|549386
85889|RESERVED FOR STAFF VACATIONS|49241|549386
85890|Refund due for members that over paid|6589|549387
85891|PAYROLL TAXES|1479|549397
85892|FEDERAL UNEMPLOYMENT TAX (940)|483|549397
85893|STATE UNEMPLOYEMENT TAX|106|549397
85894|UNION DUES FOR OFFICE SECRETARIES|158|549397
85895|Refunds Payable|4571|549417
85896|Accrued Leave|197429|549417
85897|Accrued Expenses|110527|549417
85898|Employee Withholdings Payable|9563|549417
85899|Deferred Revenue|380699|549417
85900|Accumulated Post Retirement|1751283|549417
85901|Due to AAUP-CBC|74042|549417
85902|Payroll Taxes|1673|549439
85903|PAYROLL WITHHOLDINGS|1572|549456
85904|PAYROLL TAXES PAYABLE|5768|549457
85905|DEFERRED GAIN ON INVESTMENTS|256588|549457
85906|ACCRUED VACATION|122059|549467
85907|ACCRUED POSTRETIREMENT BENEFIT OBLIGATION|784614|549467
85908|DEFERRED REVENUE|1319|549467
85909|ACCRUED PAYROLL TAXES|7508|549469
85910|LEASE DEPOSIT|490|549469
85911|401(K) PAYABLE|1019|549469
85912|OPEIU DEDUCTION|291|549469
85913|CREDIT CARD LIABILITIES|889|549470
85914|PAYROLL TAX LIABILITIES|1132|549470
85915|SALES TAX LIABILITIES|126|549470
85916|RENTAL SECURITY DEPOSITS HELD|800|549470
85920|Federal Taxes Withheld|3299|549480
85921|PAYROLL LIABILITIES|6145|549482
85922|Payroll withholdings|269|549484
85923|SOCIAL SECURITY AND MEDICAID WITHHOLDING TAX|488|549495
85924|FEDERAL WITHHOLDING TAX|664|549495
85925|ALABAMA WITHHOLDING TAX|639|549495
85926|GADSDEN WITHHOLDING TAX|65|549495
85927|P A C WITHHOLDING|104|549495
85928|UNREMITTED TAXES|4493|549499
85929|UNREMITTED DUES|1245|549499
85930|PER CAPITA TAXES RECEIVED ON BEHALF OF AFFILIATES|24741|549500
85931|Payroll Liabilities|14122|549505
85934|Credit Card Payable|17791|549516
85935|RESTRICTED FUNDS PAYABLE|806065|549525
85936|FUNDS HELD FOR DISTRIBUTION|1700977|549525
85937|Payroll withholding taxes|2372|549529
85938|Other Payroll Tax Liabilities|80|549530
85939|Credit Cards Payable|2058|549544
85940|UNEARNED MEMBERS DUES|29158|549561
85941|DISTRESSED MEMBERS FUND|3387|549561
85942|PASS THRU FUNDS FOR TEMPO|20|549561
85943|Accrued leave pay|10936|549576
85944|Accrued sick pay|8389|549576
85945|PAYROLL LIABILITIES|1492|549578
85946|PERSHING LLC|65|549578
85950|Cyberfed|667|549600
85947|LAF (Legislative Action Fund)|2696|549600
85948|DLA Council 169 Per Capita Tax|6150|549600
85949|Sunshine Club(sick, death)|849|549600
85951|Annual Tax Preparation (990)|1000|549600
85952|Legislative-DEFCON|2436|549600
85953|Accrued Vacation|41007|549605
85954|Dues payable to Int'l Brotherhood of Elect Workers|30100|549605
85955|401(K) DEDUCTIONS PAYABLE|23715|549627
85956|SURETY BOND PAYABLE|50|549627
85957|ACCRUED SALARIES PAYABLE|9534|549627
85958|ACCRUED VACATION PAYABLE|25257|549627
85959|PER CAPITA PAYABLE|45135|549627
85960|REBATES PAYABLE|11284|549627
85961|Show Chex Payroll Liabilities|11967|549631
85962|Show Chex Payroll Benefits Liabilities|10734|549631
85963|Show Chex Insurance Accrual|549|549631
85964|Combined Federal Campaign|8525|549644
85965|COLCPE|10|549644
85966|Fringe Benefits from officers check  owed to NALC|5151|549644
85967|FICA (4th Quarter 2013)|142|549659
85968|SUTA (4th Quarter 2013)|1569|549659
85969|Payroll taxes and other deductions payable|2343|549666
85970|ACCRUED EXPENSES|6937|549667
85971|Payroll withholding Not Paid at 12-31-13|1310|549676
85972|PAYROLL WITHHOLDINGS|67819|549680
85973|AIR CANADA SETTLEMENT|2784539|549680
85974|DUE TO PENSION FUND|91142|549680
85975|SALES AND USE TAX|16033|549680
85976|DISASTER FUND|1989|549680
85977|VOLUNTARY CONTRIBUTIONS|1320|549680
85978|Payroll Taxes Withheld|3777|549682
85979|Unremitted PAC and Education Fund contributions|979|549686
85980|Unexpended collections - charity and other purpose|25210|549686
85981|Payroll withholding|216|549686
85982|DUES REFUND|25241924|549694
85983|MISCELLANEOUS|7218|549694
85984|Accrued Per Capita|1674058|549696
85985|Due to Affiliates|1431680|549696
85986|Deferred Rent|1127142|549696
85987|Accrued Salaries|997391|549696
85988|Severance Payable|480058|549696
85989|Vacations Payable|364479|549696
85990|Deferred Revenue|274395|549696
85991|Payroll Deductions|35058|549696
85992|PER CAPITA TAXES PAYABLE|88744|549711
85993|ACCRUED SALARIES AND WAGES|54836|549711
85994|DEFERRED DUES REVENUE|23591|549711
85995|ACCRUED PAYROLL WITHHOLDINGS|256|549713
85996|Payroll Withholdings|204|549714
85997|Payroll Withholding Liabilities|32|549717
85998|FICA Tax Payable|2307|549723
85999|Withholding Tax Payable|1198|549723
86000|Accrued Unemployment Tax Payable|508|549723
86001|Security Deposit|13886|549726
86002|Payroll tax withholdings|122|549726
86003|PAYROLL TAX WITHHOLDINGS|4955|549727
86004|OTHER PAYROLL WITHHOLDINGS|5556|549727
86005|PAYROLL LIABILITY|7780|549736
86006|Payroll tax liabilities|6471|549738
86007|Accrued severance, vacation & sick|313053|549738
86008|Dues payable|570846|549738
86009|Due to related party|46680|549738
86010|New York Witholding|32|549748
86011|Rail Road RUIC  - Employer|438|549748
86012|Insurance Witholding|5600|549748
86013|Dues Witholding|80|549748
86014|Cellphone Witholding|1625|549748
86015|Bank Overdraft|20740|549750
86016|INSURANCE PREMIUM PAYABLE|3979|549752
86017|CREDIT CARD PAYABLE|2835|549752
86018|Payroll taxes payable|923|549753
86019|Accrued Payroll Taxes|574|549755
86020|HARRIS BANK CAR LOAN|12628|549760
86021|2013 CAR LOAN|21090|549760
86022|Employer Settlement to be distributed to Members|26263|549762
86023|Accrued officer severance pay (estimated)|11500|549762
86024|Overpayment on Checkoff Liability|3106|549763
86025|Payroll Deductions Withheld|1345|549763
86026|Accrued Payroll Taxes - Direct|151|549763
86027|Employee Withholdings|42|549767
86028|Accrued Wages|13169|549780
86029|Payroll Liabilities|2695|549780
86030|Due to ITF|88018|549787
86031|Due to Members|3972|549787
86032|PAYROLL TAXES|9612|549789
86033|REAL ESTATE TAX|12452|549789
86034|Payroll Taxes Withheld|3993|549790
86035|Federal (941 & 940) Taxes|870|549797
86036|State of Michigan Unemployment Taxes (SUTA)|1224|549797
86037|State of Michigan payroll Taxes|488|549797
86038|City of Saginaw Payroll Taxes|41|549797
86039|PAYROLL TAXES PAYABLE|2539|549800
86040|Federal Payroll Taxes|281|549803
86041|City of Huntington User Fee|45|549803
86042|Members Vacation Fund|454|549803
86043|Tri State Lead Program (Drug & Safety)|3509|549803
86044|Contractors Advancement Program|121|549803
86045|International Training Fund|2946|549803
86046|Pipetrades Organizing Funds|2780|549803
86047|Accrued employee leave|160152|549806
86048|Payroll withholdings|388|549806
86049|Community Funds Payable|6073|549807
86050|Voluntary Cope Fund Payable|3556|549807
86051|Payroll Taxes Payable|10403|549807
86052|401k Payable|8601|549807
86053|Unearned Membership Dues|28631|549808
86054|Accrued FICA Taxes|6162|549808
86055|Accrued Payroll|82509|549808
86056|Accrued Severance Liability|230000|549808
86057|Accrued Vacation & Sick Leave|21897|549808
86058|PAYROLL LIABILITIES|8617|549812
86059|PER CAPITA TAX PAYABLE|10543|549814
86060|Checkoff Overpayment Liability|575|549819
86061|Accrued Payroll Taxes - Direct|401|549819
86062|Withheld Payroll Deductions|742|549819
86063|PAYROLL WITHHOLDINGS|9304|549820
86064|PAYROLL LIABILITIES|567|549822
86065|PRE-PAID DUES|6575|549822
86066|SPECIAL DONATION FUNDS|100|549822
86067|Accrued Wages|329546|549824
86068|Commuter Payable|1|549824
86069|Uncashed Payroll Checks|2315|549824
86070|COPE Payable|14597|549824
86071|Union Dues Payable|53|549824
86072|Member Refunds|45514|549824
86073|CONTRIBUTION TO BENEFIT PLANS DUE|91291|549825
86074|DUE TO MEMBERS|8680|549825
86075|ACCRUED PAYROLL TAXES|9136|549826
86076|RENTAL DEPOSIT|800|549826
86077|no other liabilities|0|549827
86078|ACCRUED POST RETIREMENT BENEFIT|23564785|549833
86079|DEFERRED COMPENSATION ACCRUAL|1869959|549833
86080|DEFERRED REVENUE|16337562|549833
86081|FUNDS ADMINISTERED FOR OTHERS|7|549833
86082|OTHER ACCRUED EXPENSES|566298|549833
86083|PROFESSIONAL FEES|5602|549833
86084|SALARIES-VACATION PAYABLE|6851217|549833
86085|ACCRUED EXPENSE|101055|549834
86086|ACCRUED WAGES|206660|549834
86087|DEFERRED COMPENSATION|560201|549834
86088|DEFERRED DUES INCOME|305170|549834
86089|SECURITY DEPOSITS|5875|549834
86090|Due to 1S Realty Corporation|36277|549835
86091|Miscellaneous|9849|549835
86092|2013 Federal 940 taxes|346|549836
86093|2013 Connecticut State Sales Tax|34|549836
86094|2013 4th quarter Connecticut Unemployment tax UC-2|59|549836
86095|Deferred Revenue|485008|549840
86096|Deferred Compensation|239877|549840
86097|Accrued Vacation|181868|549840
86098|Capital Lease Payable |9715|549840
86099|Payroll Withholding|44869|549846
86100|Employee Severance|723719|549846
86109|PER CAPITA DUES|7945|549849
86110|Payroll taxes withheld|3750|549858
86111|Working dues withheld|795|549858
86112|Savings withheld|666|549858
86113|Per Capita Payable|172435|549859
86114|Payroll Withholding Payable|8115|549859
86115|Estimated Vacation and Sick Leave Payable|290000|549859
86116|Due on behalf of members|806|549859
86117|Accrued Payroll Taxes|2052|549863
86118|Deferred Revenue|3000|549863
86119|Accrued Vacation Payable|27858|549866
86120|Accrued Property Taxes|18072|549866
86121|Payroll Taxes Payable|3157|549866
86122|ACCRUED VACATION AND SICK TIME PAYABLE|2248081|549867
86123|Iowa Pac Fund|619|549870
86124|UFCW Region 6 per capita tax|186|549870
86125|Payroll Liabilities|5188|549870
86126|DUE TO AFFILIATED ORGANIZATIONS|177367|549871
86127|PAYROLL WITHHOLDINGS PAYABLE|2192|549872
86128|Payroll liabilities|2028|549877
86129|Officers accrued leave payable|104561|549877
86130|Pass through arbitration award|8136|549877
86131|Due to scholarship fund|2814|549877
86132|WITHHELD PAYROLL TAXES|3197|549887
86133|WITHHELD DUES|17|549887
86134|Payroll Withholdings|743|549890
86135|Retiree Welfare Liability|28211|549890
86136|NO OTHER LIABILITIES|0|549896
86137|PAYROLL TAXES WITHHELD AND ACCURED|5076|549901
86138|Payroll taxes and benefits payable|19902|549903
86139|Advanced Dues Income|53494|549906
86140|Payroll Liabilities|2029|549906
86141|Due International Office|155731|549909
86142|Accrued compensated absenses|420302|549909
86143|Accrued salaries and wages|19034|549909
86144|Accrued taxes and witholdings|4389|549909
86145|Payroll liabilities|522|549919
86146|Accrued payroll taxes|5791|549923
86147|PAYROLL TAXES|3133|549925
86148|Federal Payroll Taxes|824|549928
86149|State Payroll Taxes|800|549928
86150|Payroll Liabilities|2512|549930
86151|PAYROLL TAX WITHHOLDINGS|603|549931
86152|FRINGES PAYABLE|26129|549931
86153|Payroll Taxes Payable|2932|549932
86154|Security Deposits|40919|549932
86155|Deferred Revenue|240110|549932
86156|Accrued Vacation|423517|549932
86157|Payroll liabilities|700|549936
86158|SD Electrical Workers Payable|645|549939
86159|SD Electrical Workers Council Payable|2658|549939
86160|Property Tax Payable|1611|549939
86162|ACCRUED PAYROLL TAXES|2164|549942
86161|UNITED ASSOCIATION DUES AND FEES PAYABLE|371636|549942
86163|DUE TO INTERNATIONAL TRAINING FUND|90301|549942
86164|Accrued expenses|2366|549944
86165|Cash held for others|2328|549944
86166|WITHHELD TAXES|295|549945
86167|Payroll Taxes|4085|549948
86168|PAYROLL DEDUCTIONS PAYABLE|270|549949
86169|Payroll taxes and employee benefits payable|16142|549956
86170|PAYROLL WITHOLDING |1691|549968
86171|DUES PAYABLE- INTERNATIONAL UNION|38306|549968
86172|SECURITY DEPOSITS|3482|549968
86174|NONE|0|549969
86176|Payroll taxes and withholdings payable|928|549970
86175|Payroll taxes payable|6004|549971
86177|Accrued Payroll|9455|549972
86178|Accrued Expenses|13000|549972
86179|Deferred Revenue|9584|549972
86173|DUE TO AFFILIATED ORGANIZATIONS|24175|549976
86180|Payroll taxes and employee benefits payable|3544|549981
86181|SUTA|318|549987
86182|Workers Benefit Fund|101|549987
86183|FUTA|25|549987
86184|401K|1878|549987
86185|Employee Benefits withholding payable|4258|549989
86186|Payroll taxes payable|3425|549989
86187|Sales tax payable|6|549989
86188|ACCRUED PAYROLL TAXES|41|549992
86189|Accrued Wages|13253|549998
86190|WITHHELD PAYROLL TAXES|864|550000
86191|Fed WT, FICA, Medicare Taxes (Form 941 Taxes)|4930|550003
86192|MD Withholding Tax Payable|995|550003
86193|VA Withholding Tax Payable|429|550003
86194|Union Dues Payable|126|550003
86195|DRIVE Payable|175|550003
86196|Credit Union Payable|75|550003
86197|DCDOES Payable (DC Unemployment Tax)|147|550003
